time,temperature,conversion
1256.7,407.2197,0.001164557
1256.802,407.2276,0.001170147
1256.898,407.2365,0.001175417
1257,407.2457,0.00118103
1257.102,407.2534,0.001186655
1257.198,407.2628,0.001191958
1257.3,407.2703,0.001197603
1257.402,407.2783,0.00120326
1257.498,407.2869,0.001208596
1257.6,407.2961,0.001214279
1257.702,407.3045,0.001219975
1257.798,407.3121,0.001225349
1257.9,407.3204,0.001231067
1258.002,407.3285,0.001236795
1258.098,407.3374,0.001242195
1258.2,407.3453,0.001247942
1258.302,407.3538,0.001253698
1258.398,407.3626,0.001259125
1258.5,407.3709,0.001264904
1258.602,407.3789,0.001270696
1258.698,407.3867,0.00127616
1258.8,407.3959,0.001281978
1258.902,407.4038,0.001287808
1258.998,407.4118,0.001293309
1259.1,407.4206,0.001299162
1259.202,407.4285,0.001305025
1259.298,407.4372,0.001310556
1259.4,407.4448,0.001316448
1259.502,407.4535,0.001322354
1259.598,407.4619,0.001327918
1259.7,407.4703,0.001333839
1259.802,407.4785,0.00133977
1259.898,407.4874,0.001345361
1260,407.4956,0.001351315
1260.102,407.5044,0.001357278
1260.198,407.5131,0.001362899
1260.3,407.5215,0.001368889
1260.402,407.5297,0.001374894
1260.498,407.5372,0.001380559
1260.6,407.5463,0.001386591
1260.702,407.5542,0.001392636
1260.798,407.5619,0.001398335
1260.9,407.5702,0.001404399
1261.002,407.5793,0.001410477
1261.098,407.5875,0.001416213
1261.2,407.5959,0.001422323
1261.302,407.6048,0.001428444
1261.398,407.6125,0.001434213
1261.5,407.6202,0.001440353
1261.602,407.6298,0.001446498
1261.698,407.6381,0.001452292
1261.8,407.646,0.001458461
1261.902,407.6543,0.001464646
1261.998,407.6635,0.001470483
1262.1,407.672,0.001476701
1262.202,407.6793,0.001482937
1262.298,407.6875,0.001488821
1262.4,407.6962,0.001495089
1262.502,407.705,0.001501367
1262.598,407.7125,0.001507289
1262.7,407.7208,0.001513597
1262.802,407.7291,0.001519921
1262.898,407.7377,0.00152589
1263,407.7463,0.001532248
1263.102,407.7551,0.001538622
1263.198,407.7617,0.001544635
1263.3,407.7708,0.001551036
1263.402,407.7784,0.001557447
1263.498,407.7876,0.00156349
1263.6,407.7962,0.001569924
1263.702,407.8041,0.001576367
1263.798,407.8133,0.001582438
1263.9,407.8211,0.001588898
1264.002,407.8297,0.001595371
1264.098,407.8374,0.001601475
1264.2,407.8462,0.001607978
1264.302,407.8546,0.001614498
1264.398,407.8632,0.001620647
1264.5,407.8718,0.001627193
1264.602,407.8795,0.001633753
1264.698,407.8879,0.001639939
1264.8,407.8963,0.001646529
1264.902,407.9046,0.001653139
1264.998,407.9129,0.001659375
1265.1,407.922,0.001666019
1265.202,407.9292,0.001672679
1265.298,407.9384,0.001678963
1265.4,407.9465,0.001685661
1265.502,407.955,0.001692375
1265.598,407.9625,0.001698706
1265.7,407.9722,0.001705447
1265.802,407.98,0.001712201
1265.898,407.9874,0.001718574
1266,407.9967,0.001725361
1266.102,408.0044,0.001732162
1266.198,408.0134,0.001738573
1266.3,408.0212,0.001745393
1266.402,408.0294,0.001752228
1266.498,408.0375,0.001758672
1266.6,408.0461,0.001765533
1266.702,408.0552,0.001772408
1266.798,408.0629,0.00177889
1266.9,408.0716,0.001785792
1267.002,408.0793,0.001792703
1267.098,408.0885,0.00179921
1267.2,408.0962,0.001806131
1267.302,408.1037,0.001813061
1267.398,408.1128,0.001819593
1267.5,408.1216,0.001826544
1267.602,408.1299,0.001833508
1267.698,408.1373,0.001840081
1267.8,408.1457,0.001847082
1267.902,408.1552,0.0018541
1267.998,408.1625,0.001860725
1268.1,408.1714,0.00186778
1268.202,408.1796,0.001874852
1268.298,408.1876,0.001881521
1268.4,408.1964,0.001888617
1268.502,408.2045,0.00189573
1268.598,408.213,0.001902437
1268.7,408.2216,0.001909576
1268.802,408.2297,0.001916729
1268.898,408.238,0.001923471
1269,408.2471,0.001930648
1269.102,408.2554,0.001937838
1269.198,408.2638,0.001944621
1269.3,408.272,0.001951849
1269.402,408.2802,0.001959093
1269.498,408.2877,0.001965928
1269.6,408.2962,0.001973206
1269.702,408.305,0.001980498
1269.798,408.3137,0.001987374
1269.9,408.3221,0.00199469
1270.002,408.3296,0.002002016
1270.098,408.338,0.002008923
1270.2,408.3458,0.002016276
1270.302,408.3547,0.002023646
1270.398,408.3641,0.002030598
1270.5,408.3733,0.002037999
1270.602,408.3802,0.002045413
1270.698,408.3884,0.002052404
1270.8,408.3972,0.002059845
1270.902,408.4057,0.0020673
1270.998,408.4137,0.002074329
1271.1,408.4214,0.002081814
1271.202,408.43,0.002089317
1271.298,408.4388,0.002096391
1271.4,408.4466,0.002103917
1271.502,408.4553,0.002111454
1271.598,408.4638,0.002118556
1271.7,408.4714,0.002126113
1271.802,408.4796,0.002133683
1271.898,408.4884,0.002140821
1272,408.4961,0.002148419
1272.102,408.5058,0.00215603
1272.198,408.5129,0.002163207
1272.3,408.5217,0.002170845
1272.402,408.5296,0.002178501
1272.498,408.5379,0.002185723
1272.6,408.547,0.002193409
1272.702,408.5554,0.002201106
1272.798,408.5634,0.00220836
1272.9,408.5719,0.002216077
1273.002,408.5806,0.002223804
1273.098,408.5891,0.002231087
1273.2,408.5962,0.002238835
1273.302,408.6058,0.002246596
1273.398,408.6134,0.002253914
1273.5,408.6218,0.002261707
1273.602,408.6294,0.002269517
1273.698,408.6386,0.00227688
1273.8,408.6476,0.00228472
1273.902,408.6551,0.002292578
1273.998,408.6638,0.002299987
1274.1,408.6724,0.002307872
1274.202,408.6807,0.002315771
1274.298,408.6885,0.002323218
1274.4,408.6977,0.002331141
1274.502,408.7066,0.002339075
1274.598,408.7136,0.002346551
1274.7,408.7223,0.002354505
1274.802,408.7309,0.002362469
1274.898,408.739,0.002369975
1275,408.7471,0.00237796
1275.102,408.7555,0.002385955
1275.198,408.7638,0.002393496
1275.3,408.7725,0.002401526
1275.402,408.7816,0.00240957
1275.498,408.7895,0.00241715
1275.6,408.7974,0.002425217
1275.702,408.8064,0.002433302
1275.798,408.814,0.002440925
1275.9,408.8213,0.002449038
1276.002,408.8301,0.002457164
1276.098,408.8387,0.002464826
1276.2,408.8473,0.00247298
1276.302,408.8568,0.002481148
1276.398,408.8632,0.002488848
1276.5,408.8729,0.002497048
1276.602,408.8807,0.002505264
1276.698,408.8887,0.002513014
1276.8,408.8967,0.002521268
1276.902,408.906,0.00252954
1276.998,408.9149,0.002537339
1277.1,408.9224,0.002545635
1277.202,408.9315,0.002553942
1277.298,408.9391,0.00256177
1277.4,408.9482,0.002570097
1277.502,408.9554,0.002578442
1277.598,408.9637,0.002586313
1277.7,408.9729,0.002594685
1277.802,408.9806,0.002603069
1277.898,408.9895,0.002610972
1278,408.9983,0.002619383
1278.102,409.0056,0.002627812
1278.198,409.0148,0.002635764
1278.3,409.0227,0.002644234
1278.402,409.03,0.002652722
1278.498,409.0388,0.002660727
1278.6,409.0474,0.002669252
1278.702,409.0557,0.002677803
1278.798,409.0633,0.002685873
1278.9,409.0721,0.002694472
1279.002,409.081,0.002703096
1279.098,409.0896,0.002711231
1279.2,409.0967,0.002719897
1279.302,409.1061,0.002728579
1279.398,409.1144,0.002736768
1279.5,409.1225,0.002745489
1279.602,409.1299,0.002754231
1279.698,409.1385,0.002762478
1279.8,409.1476,0.002771262
1279.902,409.1561,0.002780064
1279.998,409.1641,0.002788364
1280.1,409.1727,0.002797204
1280.202,409.1816,0.002806064
1280.298,409.1899,0.002814424
1280.4,409.1974,0.002823327
1280.502,409.2059,0.00283225
1280.598,409.2136,0.002840669
1280.7,409.2225,0.002849638
1280.802,409.2314,0.002858632
1280.898,409.2389,0.002867116
1281,409.2479,0.002876155
1281.102,409.2551,0.002885222
1281.198,409.2644,0.002893779
1281.3,409.273,0.002902891
1281.402,409.2816,0.002912022
1281.498,409.2889,0.002920631
1281.6,409.2981,0.0029298
1281.702,409.3056,0.002938989
1281.798,409.3141,0.002947662
1281.9,409.3223,0.0029569
1282.002,409.3308,0.00296616
1282.098,409.3391,0.002974895
1282.2,409.348,0.002984193
1282.302,409.3558,0.00299351
1282.398,409.3643,0.003002297
1282.5,409.3727,0.003011652
1282.602,409.3808,0.003021021
1282.698,409.3893,0.003029855
1282.8,409.3973,0.003039259
1282.902,409.4054,0.003048674
1282.998,409.4135,0.003057548
1283.1,409.4221,0.003066998
1283.202,409.4314,0.00307647
1283.298,409.4395,0.0030854
1283.4,409.448,0.003094903
1283.502,409.4556,0.003104424
1283.598,409.4641,0.003113398
1283.7,409.4725,0.003122947
1283.802,409.4808,0.003132517
1283.898,409.489,0.003141541
1284,409.4981,0.003151146
1284.102,409.506,0.003160773
1284.198,409.5143,0.003169853
1284.3,409.5233,0.003179522
1284.402,409.5314,0.003189209
1284.498,409.5391,0.003198342
1284.6,409.5482,0.003208068
1284.702,409.5576,0.003217815
1284.798,409.5646,0.003227008
1284.9,409.5733,0.003236797
1285.002,409.5818,0.003246607
1285.098,409.5894,0.00325586
1285.2,409.5978,0.003265713
1285.302,409.607,0.003275587
1285.398,409.6137,0.003284897
1285.5,409.6232,0.003294802
1285.602,409.632,0.003304726
1285.698,409.64,0.003314089
1285.8,409.6477,0.003324066
1285.902,409.6564,0.003334063
1285.998,409.6644,0.00334349
1286.1,409.673,0.003353523
1286.202,409.6817,0.003363571
1286.298,409.69,0.003373041
1286.4,409.6983,0.003383117
1286.502,409.7074,0.003393211
1286.598,409.7151,0.003402728
1286.7,409.7233,0.003412857
1286.802,409.7313,0.003423005
1286.898,409.7401,0.003432572
1287,409.7492,0.003442762
1287.102,409.7569,0.003452977
1287.198,409.7654,0.003462611
1287.3,409.7736,0.003472868
1287.402,409.7819,0.00348315
1287.498,409.7903,0.003492851
1287.6,409.7988,0.003503179
1287.702,409.8064,0.003513528
1287.798,409.8161,0.003523289
1287.9,409.8237,0.003533681
1288.002,409.8325,0.003544091
1288.098,409.8413,0.003553909
1288.2,409.8477,0.003564365
1288.302,409.8568,0.003574846
1288.398,409.865,0.003584737
1288.5,409.8736,0.003595275
1288.602,409.8815,0.003605837
1288.698,409.8898,0.003615802
1288.8,409.8981,0.003626417
1288.902,409.9062,0.003637057
1288.998,409.9154,0.003647092
1289.1,409.923,0.003657778
1289.202,409.931,0.00366849
1289.298,409.9406,0.003678591
1289.4,409.9482,0.003689349
1289.502,409.9566,0.003700128
1289.598,409.9655,0.00371029
1289.7,409.9737,0.003721108
1289.802,409.9813,0.003731945
1289.898,409.9899,0.003742157
1290,409.9985,0.003753022
1290.102,410.0064,0.003763902
1290.198,410.0156,0.003774152
1290.3,410.0238,0.003785054
1290.402,410.0316,0.003795971
1290.498,410.0397,0.003806262
1290.6,410.0484,0.003817214
1290.702,410.0564,0.003828185
1290.798,410.0653,0.003838527
1290.9,410.0739,0.003849533
1291.002,410.0821,0.003860561
1291.098,410.0898,0.003870954
1291.2,410.0986,0.003882007
1291.302,410.1068,0.003893078
1291.398,410.1148,0.003903516
1291.5,410.1227,0.003914623
1291.602,410.1312,0.003925756
1291.698,410.1406,0.003936257
1291.8,410.1477,0.003947432
1291.902,410.1565,0.003958622
1291.998,410.165,0.003969168
1292.1,410.1727,0.00398039
1292.202,410.1808,0.003991638
1292.298,410.1891,0.004002248
1292.4,410.1981,0.004013545
1292.502,410.2068,0.004024872
1292.598,410.2149,0.004035558
1292.7,410.2231,0.004046941
1292.802,410.231,0.004058353
1292.898,410.2398,0.004069117
1293,410.2488,0.004080571
1293.102,410.2567,0.004092044
1293.198,410.2655,0.004102866
1293.3,410.2738,0.004114389
1293.402,410.2827,0.00412594
1293.498,410.2901,0.004136842
1293.6,410.2986,0.004148454
1293.702,410.3063,0.004160094
1293.798,410.314,0.004171077
1293.9,410.3231,0.004182778
1294.002,410.3308,0.004194511
1294.098,410.34,0.004205581
1294.2,410.3485,0.004217371
1294.302,410.3564,0.004229189
1294.398,410.3641,0.004240343
1294.5,410.3736,0.004252222
1294.602,410.3815,0.004264126
1294.698,410.3895,0.004275357
1294.8,410.3979,0.004287322
1294.902,410.4061,0.004299316
1294.998,410.4148,0.004310627
1295.1,410.4228,0.004322671
1295.202,410.4317,0.004334736
1295.298,410.44,0.004346113
1295.4,410.4483,0.004358225
1295.502,410.4569,0.004370362
1295.598,410.465,0.004381809
1295.7,410.473,0.004393997
1295.802,410.4806,0.00440621
1295.898,410.4904,0.004417728
1296,410.4984,0.004429991
1296.102,410.5053,0.004442283
1296.198,410.5146,0.004453875
1296.3,410.5227,0.004466214
1296.402,410.5312,0.004478578
1296.498,410.5389,0.004490241
1296.6,410.5487,0.004502662
1296.702,410.5575,0.004515112
1296.798,410.5646,0.004526853
1296.9,410.5736,0.004539354
1297.002,410.5814,0.004551882
1297.098,410.5895,0.004563701
1297.2,410.5988,0.004576288
1297.302,410.6066,0.004588903
1297.398,410.6144,0.004600799
1297.5,410.6234,0.004613465
1297.602,410.6316,0.004626159
1297.698,410.6401,0.004638137
1297.8,410.6481,0.004650892
1297.902,410.6562,0.004663672
1297.998,410.6641,0.004675727
1298.1,410.6739,0.004688565
1298.202,410.6821,0.004701435
1298.298,410.6906,0.004713575
1298.4,410.6994,0.004726499
1298.502,410.7075,0.004739448
1298.598,410.7158,0.00475166
1298.7,410.7228,0.004764663
1298.802,410.7316,0.004777691
1298.898,410.7403,0.004789977
1299,410.7486,0.004803057
1299.102,410.7575,0.004816165
1299.198,410.7654,0.004828528
1299.3,410.7736,0.004841691
1299.402,410.7826,0.004854881
1299.498,410.79,0.00486732
1299.6,410.7985,0.004880562
1299.702,410.8071,0.004893832
1299.798,410.815,0.004906349
1299.9,410.8236,0.004919676
1300.002,410.8326,0.00493303
1300.098,410.8403,0.004945621
1300.2,410.8487,0.004959025
1300.302,410.8565,0.004972451
1300.398,410.8664,0.004985111
1300.5,410.874,0.004998591
1300.602,410.8824,0.005012104
1300.698,410.8908,0.005024851
1300.8,410.8992,0.005038422
1300.902,410.9072,0.005052014
1300.998,410.9158,0.005064833
1301.1,410.9233,0.005078486
1301.202,410.9311,0.005092172
1301.298,410.9411,0.005105083
1301.4,410.9491,0.005118829
1301.502,410.956,0.005132605
1301.598,410.9655,0.005145601
1301.7,410.9742,0.005159441
1301.802,410.9812,0.005173314
1301.898,410.9899,0.005186398
1302,410.9996,0.005200321
1302.102,411.0072,0.00521427
1302.198,411.0152,0.005227426
1302.3,411.0238,0.005241436
1302.402,411.0329,0.005255479
1302.498,411.0404,0.005268723
1302.6,411.0483,0.005282823
1302.702,411.0572,0.005296949
1302.798,411.0654,0.005310272
1302.9,411.0743,0.005324456
1303.002,411.082,0.005338665
1303.098,411.09,0.005352066
1303.2,411.0992,0.005366333
1303.302,411.1062,0.005380633
1303.398,411.1156,0.005394119
1303.5,411.1239,0.005408469
1303.602,411.1322,0.005422846
1303.698,411.1413,0.005436403
1303.8,411.1484,0.005450834
1303.902,411.1573,0.005465294
1303.998,411.1656,0.005478934
1304.1,411.1736,0.005493458
1304.202,411.1825,0.005508012
1304.298,411.19,0.00552173
1304.4,411.1992,0.005536332
1304.502,411.207,0.005550962
1304.598,411.2147,0.005564759
1304.7,411.2238,0.005579448
1304.802,411.2318,0.005594165
1304.898,411.241,0.005608044
1305,411.2481,0.005622823
1305.102,411.257,0.005637638
1305.198,411.2649,0.005651612
1305.3,411.2735,0.005666488
1305.402,411.2822,0.005681397
1305.498,411.2907,0.00569546
1305.6,411.2987,0.005710431
1305.702,411.307,0.00572543
1305.798,411.3149,0.005739575
1305.9,411.3237,0.005754636
1306.002,411.3308,0.00576973
1306.098,411.3401,0.005783964
1306.2,411.3492,0.005799119
1306.302,411.3568,0.005814307
1306.398,411.3657,0.005828629
1306.5,411.3733,0.005843876
1306.602,411.3814,0.005859151
1306.698,411.3907,0.005873559
1306.8,411.3988,0.005888899
1306.902,411.4075,0.005904265
1306.998,411.4161,0.005918749
1307.1,411.424,0.005934159
1307.202,411.4326,0.005949596
1307.298,411.4397,0.005964148
1307.4,411.4489,0.005979639
1307.502,411.4569,0.005995163
1307.598,411.4652,0.006009801
1307.7,411.4745,0.00602538
1307.802,411.482,0.006040984
1307.898,411.49,0.006055695
1308,411.4992,0.00607135
1308.102,411.5071,0.006087035
1308.198,411.5152,0.006101822
1308.3,411.5234,0.006117558
1308.402,411.5321,0.006133324
1308.498,411.5405,0.006148189
1308.6,411.5484,0.006164013
1308.702,411.5575,0.006179863
1308.798,411.5658,0.006194805
1308.9,411.5739,0.006210706
1309.002,411.5826,0.006226633
1309.098,411.5909,0.00624165
1309.2,411.5992,0.006257636
