time,temperature,conversion
892.5,406.3796,2.07E-04
892.602,406.3909,2.11E-04
892.698,406.4033,2.15E-04
892.8,406.4155,2.19E-04
892.902,406.4272,2.23E-04
892.998,406.4376,2.27E-04
893.1,406.4502,2.31E-04
893.202,406.4619,2.36E-04
893.298,406.4729,2.40E-04
893.4,406.485,2.44E-04
893.502,406.4973,2.48E-04
893.598,406.5084,2.52E-04
893.7,406.52,2.57E-04
893.802,406.5312,2.61E-04
893.898,406.5432,2.66E-04
894,406.5544,2.70E-04
894.102,406.5667,2.75E-04
894.198,406.5783,2.79E-04
894.3,406.5897,2.84E-04
894.402,406.602,2.89E-04
894.498,406.6129,2.93E-04
894.6,406.6249,2.98E-04
894.702,406.6372,3.03E-04
894.798,406.6479,3.07E-04
894.9,406.6601,3.12E-04
895.002,406.672,3.17E-04
895.098,406.683,3.22E-04
895.2,406.6945,3.27E-04
895.302,406.7058,3.32E-04
895.398,406.7179,3.37E-04
895.5,406.7301,3.42E-04
895.602,406.7418,3.48E-04
895.698,406.7539,3.53E-04
895.8,406.7645,3.58E-04
895.902,406.7762,3.63E-04
895.998,406.7895,3.68E-04
896.1,406.7992,3.74E-04
896.202,406.8112,3.79E-04
896.298,406.8222,3.84E-04
896.4,406.836,3.90E-04
896.502,406.8465,3.96E-04
896.598,406.8585,4.01E-04
896.7,406.8697,4.07E-04
896.802,406.8813,4.12E-04
896.898,406.892,4.18E-04
897,406.9042,4.24E-04
897.102,406.916,4.30E-04
897.198,406.9275,4.35E-04
897.3,406.9403,4.41E-04
897.402,406.9511,4.47E-04
897.498,406.9627,4.53E-04
897.6,406.9744,4.59E-04
897.702,406.986,4.65E-04
897.798,406.9986,4.71E-04
897.9,407.0105,4.77E-04
898.002,407.0207,4.83E-04
898.098,407.0343,4.89E-04
898.2,407.0449,4.96E-04
898.302,407.0573,5.02E-04
898.398,407.0691,5.08E-04
898.5,407.08,5.15E-04
898.602,407.0912,5.21E-04
898.698,407.103,5.27E-04
898.8,407.1142,5.34E-04
898.902,407.1271,5.40E-04
898.998,407.1384,5.47E-04
899.1,407.1501,5.53E-04
899.202,407.1611,5.60E-04
899.298,407.1727,5.67E-04
899.4,407.1841,5.73E-04
899.502,407.1973,5.80E-04
899.598,407.2081,5.87E-04
899.7,407.2206,5.94E-04
899.802,407.2316,6.01E-04
899.898,407.2437,6.07E-04
900,407.2545,6.15E-04
900.102,407.2666,6.22E-04
900.198,407.2788,6.28E-04
900.3,407.2899,6.36E-04
900.402,407.3019,6.43E-04
900.498,407.3136,6.50E-04
900.6,407.3247,6.57E-04
900.702,407.3371,6.65E-04
900.798,407.3482,6.72E-04
900.9,407.3604,6.79E-04
901.002,407.3723,6.87E-04
901.098,407.3836,6.94E-04
901.2,407.3958,7.01E-04
901.302,407.407,7.09E-04
901.398,407.419,7.16E-04
901.5,407.4304,7.24E-04
901.602,407.4415,7.32E-04
901.698,407.4538,7.39E-04
901.8,407.4647,7.47E-04
901.902,407.4771,7.55E-04
901.998,407.4892,7.62E-04
902.1,407.5007,7.70E-04
902.202,407.5122,7.78E-04
902.298,407.5238,7.85E-04
902.4,407.5352,7.93E-04
902.502,407.5468,8.02E-04
902.598,407.559,8.09E-04
902.7,407.57,8.17E-04
902.802,407.5822,8.26E-04
902.898,407.5929,8.33E-04
903,407.6056,8.42E-04
903.102,407.6167,8.50E-04
903.198,407.629,8.58E-04
903.3,407.6401,8.66E-04
903.402,407.6515,8.75E-04
903.498,407.6638,8.83E-04
903.6,407.6751,8.91E-04
903.702,407.6869,9.00E-04
903.798,407.699,9.08E-04
903.9,407.7101,9.16E-04
904.002,407.7219,9.25E-04
904.098,407.7324,9.33E-04
904.2,407.7446,9.42E-04
904.302,407.7568,9.51E-04
904.398,407.7684,9.59E-04
904.5,407.7797,9.68E-04
904.602,407.7923,9.77E-04
904.698,407.8036,9.86E-04
904.8,407.8148,9.95E-04
904.902,407.8258,0.001003846
904.998,407.8385,0.001012427
905.1,407.8498,0.001021582
905.202,407.8613,0.001030775
905.298,407.8735,0.00103946
905.4,407.885,0.001048724
905.502,407.8957,0.001058033
905.598,407.9078,0.001066833
905.7,407.9196,0.001076226
905.802,407.9318,0.00108567
905.898,407.9432,0.001094603
906,407.9558,0.001104134
906.102,407.966,0.001113707
906.198,407.9785,0.001122761
906.3,407.9892,0.001132424
906.402,408.0012,0.001142128
906.498,408.0135,0.001151303
906.6,408.0237,0.001161097
906.702,408.0361,0.001170943
906.798,408.0474,0.001180254
906.9,408.06,0.001190193
907.002,408.0712,0.001200183
907.098,408.0832,0.001209632
907.2,408.0949,0.001219721
907.302,408.1066,0.001229856
907.398,408.1184,0.001239428
907.5,408.13,0.001249636
907.602,408.1421,0.001259886
907.698,408.153,0.001269573
907.8,408.1648,0.001279906
907.902,408.1762,0.001290277
907.998,408.1871,0.001300075
908.1,408.1998,0.001310529
908.202,408.2111,0.001321028
908.298,408.2228,0.001330947
908.4,408.235,0.001341528
908.502,408.2453,0.001352158
908.598,408.2582,0.001362203
908.7,408.2691,0.001372919
908.802,408.2807,0.001383676
908.898,408.2932,0.001393835
909,408.3052,0.001404666
909.102,408.3166,0.001415538
909.198,408.3285,0.001425807
909.3,408.3393,0.001436756
909.402,408.3506,0.001447745
909.498,408.3627,0.001458123
909.6,408.3744,0.001469186
909.702,408.3864,0.00148029
909.798,408.398,0.001490775
909.9,408.41,0.001501952
910.002,408.4216,0.001513171
910.098,408.4328,0.001523767
910.2,408.4453,0.001535058
910.302,408.4566,0.001546384
910.398,408.4679,0.001557075
910.5,408.4807,0.001568471
910.602,408.4915,0.001579905
910.698,408.5034,0.001590701
910.8,408.5154,0.001602211
910.902,408.5268,0.001613762
910.998,408.5381,0.001624674
911.1,408.55,0.001636307
911.202,408.5611,0.001647979
911.298,408.5727,0.001658998
911.4,408.5844,0.001670742
911.502,408.5963,0.001682524
911.598,408.609,0.001693644
911.7,408.6198,0.001705492
911.802,408.6319,0.001717378
911.898,408.6432,0.001728602
912,408.6553,0.001740568
912.102,408.6672,0.001752574
912.198,408.6784,0.001763914
912.3,408.69,0.001776002
912.402,408.7015,0.001788128
912.498,408.7138,0.001799571
912.6,408.7251,0.00181176
912.702,408.7371,0.001823983
912.798,408.7486,0.001835522
912.9,408.7605,0.001847814
913.002,408.7722,0.001860141
913.098,408.7828,0.001871777
913.2,408.7955,0.001884176
913.302,408.8066,0.001896613
913.398,408.8184,0.001908352
913.5,408.83,0.001920861
913.602,408.8419,0.001933408
913.698,408.8535,0.001945247
913.8,408.8652,0.001957856
913.902,408.8772,0.0019705
913.998,408.8891,0.001982434
914.1,408.9006,0.001995146
914.202,408.9123,0.002007893
914.298,408.9237,0.002019924
914.4,408.9354,0.002032743
914.502,408.9472,0.002045596
914.598,408.9579,0.002057723
914.7,408.9703,0.002070642
914.802,408.982,0.002083592
914.898,408.9936,0.002095807
915,409.0053,0.002108819
915.102,409.0172,0.002121869
915.198,409.0293,0.002134184
915.3,409.0405,0.002147305
915.402,409.0525,0.002160467
915.498,409.0647,0.002172888
915.6,409.0768,0.002186118
915.702,409.0873,0.002199386
915.798,409.0991,0.002211907
915.9,409.1109,0.002225243
916.002,409.1224,0.00223861
916.098,409.1336,0.002251224
916.2,409.1463,0.002264663
916.302,409.1567,0.002278135
916.398,409.1692,0.002290849
916.5,409.1807,0.002304393
916.602,409.193,0.002317972
916.698,409.2041,0.002330779
916.8,409.2162,0.002344419
916.902,409.2277,0.002358093
916.998,409.239,0.002370993
917.1,409.2509,0.002384732
917.202,409.2626,0.002398505
917.298,409.2745,0.002411498
917.4,409.2856,0.002425336
917.502,409.2979,0.002439208
917.598,409.3097,0.002452291
917.7,409.3206,0.002466221
917.802,409.3324,0.002480182
917.898,409.3439,0.002493353
918,409.355,0.002507378
918.102,409.3676,0.002521438
918.198,409.3787,0.002534701
918.3,409.3904,0.002548828
918.402,409.4024,0.002562993
918.498,409.4138,0.002576354
918.6,409.4252,0.002590586
918.702,409.4372,0.002604859
918.798,409.449,0.002618328
918.9,409.461,0.002632675
919.002,409.4727,0.002647059
919.098,409.4844,0.002660627
919.2,409.4953,0.002675075
919.302,409.5073,0.00268956
919.398,409.5199,0.002703226
919.5,409.5307,0.002717785
919.602,409.5424,0.002732381
919.698,409.5545,0.002746149
919.8,409.5661,0.002760812
919.902,409.5774,0.002775509
919.998,409.5884,0.002789372
920.1,409.6012,0.002804137
920.202,409.6129,0.002818939
920.298,409.6236,0.0028329
920.4,409.6362,0.002847768
920.502,409.6478,0.002862677
920.598,409.6595,0.002876742
920.7,409.6711,0.002891725
920.802,409.6832,0.002906748
920.898,409.6949,0.002920914
921,409.706,0.002935994
921.102,409.7173,0.002951108
921.198,409.7289,0.002965366
921.3,409.7407,0.002980556
921.402,409.7523,0.002995787
921.498,409.7638,0.003010158
921.6,409.7758,0.003025465
921.702,409.7876,0.003040812
921.798,409.7995,0.003055292
921.9,409.8109,0.003070713
922.002,409.8221,0.003086174
922.098,409.8346,0.003100764
922.2,409.8468,0.003116307
922.302,409.857,0.003131897
922.398,409.8695,0.003146612
922.5,409.8809,0.003162291
922.602,409.8925,0.003178016
922.698,409.9042,0.003192855
922.8,409.9161,0.003208663
922.902,409.9271,0.003224511
922.998,409.9392,0.003239463
923.1,409.9514,0.003255387
923.202,409.9626,0.003271351
923.298,409.9744,0.003286412
923.4,409.9859,0.003302456
923.502,409.9975,0.003318548
923.598,410.009,0.003333736
923.7,410.0209,0.003349915
923.802,410.0321,0.003366134
923.898,410.0439,0.003381434
924,410.0553,0.003397731
924.102,410.0668,0.003414072
924.198,410.0789,0.00342949
924.3,410.0911,0.003445913
924.402,410.1028,0.003462382
924.498,410.1145,0.003477925
924.6,410.1263,0.003494483
924.702,410.1373,0.00351109
924.798,410.149,0.003526762
924.9,410.1612,0.003543458
925.002,410.1718,0.0035602
925.098,410.1839,0.003575998
925.2,410.1954,0.003592832
925.302,410.2073,0.003609715
925.398,410.219,0.00362565
925.5,410.2312,0.003642631
925.602,410.2429,0.003659665
925.698,410.254,0.003675741
925.8,410.2657,0.003692869
925.902,410.2777,0.003710047
925.998,410.289,0.003726259
926.1,410.2999,0.003743531
926.202,410.3122,0.003760853
926.298,410.3249,0.0037772
926.4,410.3352,0.00379462
926.502,410.3471,0.003812095
926.598,410.3593,0.003828589
926.7,410.3706,0.003846166
926.802,410.382,0.003863794
926.898,410.3936,0.003880427
927,410.406,0.003898147
927.102,410.4167,0.003915919
927.198,410.4284,0.003932693
927.3,410.44,0.003950566
927.402,410.4518,0.003968491
927.498,410.4637,0.00398541
927.6,410.4751,0.004003439
927.702,410.4869,0.004021527
927.798,410.4996,0.004038601
927.9,410.511,0.004056793
928.002,410.5216,0.004075034
928.098,410.5339,0.004092247
928.2,410.5459,0.004110582
928.302,410.5581,0.004128963
928.398,410.5687,0.004146304
928.5,410.5807,0.004164773
928.602,410.592,0.00418329
928.698,410.6038,0.004200766
928.8,410.615,0.004219381
928.902,410.6274,0.004238048
928.998,410.6389,0.004255664
929.1,410.6505,0.004274429
929.202,410.6622,0.004293245
929.298,410.6742,0.004311005
929.4,410.6861,0.004329925
929.502,410.6973,0.004348894
929.598,410.7091,0.004366791
929.7,410.7204,0.004385854
929.802,410.733,0.004404969
929.898,410.7442,0.004423007
930,410.7554,0.004442216
930.102,410.7673,0.00446147
930.198,410.7802,0.004479638
930.3,410.7909,0.004498993
930.402,410.8024,0.004518399
930.498,410.8142,0.004536711
930.6,410.8259,0.004556215
930.702,410.8373,0.00457577
930.798,410.8487,0.004594225
930.9,410.8608,0.00461388
931.002,410.8726,0.004633581
931.098,410.8836,0.004652167
931.2,410.8951,0.004671961
931.302,410.9079,0.004691807
931.398,410.918,0.004710533
931.5,410.9313,0.004730476
931.602,410.9426,0.004750467
931.698,410.9535,0.004769327
931.8,410.9654,0.004789412
931.902,410.9774,0.004809545
931.998,410.9887,0.004828538
932.1,411.0007,0.004848765
932.202,411.0118,0.00486904
932.298,411.0234,0.004888167
932.4,411.0353,0.004908535
932.502,411.0466,0.004928956
932.598,411.0582,0.004948219
932.7,411.0706,0.004968729
932.802,411.0826,0.004989291
932.898,411.0931,0.005008693
933,411.1061,0.005029362
933.102,411.1169,0.005050084
933.198,411.1292,0.005069635
933.3,411.1396,0.005090458
933.402,411.1517,0.005111335
933.498,411.1643,0.005131034
933.6,411.1741,0.005152017
933.702,411.1866,0.005173055
933.798,411.1989,0.005192905
933.9,411.2107,0.005214052
934.002,411.2216,0.005235257
934.098,411.2337,0.005255264
934.2,411.2455,0.005276571
934.302,411.2569,0.00529793
934.398,411.2683,0.005318079
934.5,411.279,0.005339534
934.602,411.292,0.005361034
934.698,411.3035,0.005381313
934.8,411.3151,0.005402909
934.902,411.3268,0.005424553
934.998,411.3391,0.005444964
935.1,411.3502,0.005466698
935.202,411.3613,0.005488483
935.298,411.3739,0.005509027
935.4,411.3856,0.005530898
935.502,411.3976,0.005552821
935.598,411.4091,0.0055735
935.7,411.4203,0.005595525
935.802,411.4319,0.005617608
935.898,411.4432,0.005638441
936,411.4553,0.005660625
936.102,411.4667,0.005682861
936.198,411.4801,0.005703836
936.3,411.4906,0.005726171
936.402,411.5024,0.005748556
936.498,411.5131,0.005769669
936.6,411.5245,0.005792151
936.702,411.5369,0.005814683
936.798,411.5493,0.005835937
936.9,411.5595,0.005858572
937.002,411.5719,0.005881261
937.098,411.5838,0.005902665
937.2,411.5951,0.005925463
937.302,411.6067,0.005948317
937.398,411.619,0.005969877
937.5,411.631,0.005992838
937.602,411.6425,0.006015852
937.698,411.6535,0.006037562
937.8,411.6651,0.006060681
937.902,411.6766,0.006083858
937.998,411.6887,0.006105726
938.1,411.7005,0.006129021
938.202,411.712,0.006152376
938.298,411.7233,0.006174413
938.4,411.7353,0.006197882
938.502,411.7466,0.006221406
938.598,411.7587,0.006243598
938.7,411.7696,0.006267233
938.802,411.7817,0.006290922
938.898,411.793,0.006313267
939,411.8051,0.006337061
939.102,411.816,0.006360912
939.198,411.8282,0.006383412
939.3,411.8395,0.006407372
939.402,411.8524,0.006431384
939.498,411.8633,0.006454031
939.6,411.8753,0.006478143
939.702,411.8859,0.006502304
939.798,411.8985,0.006525088
939.9,411.9094,0.006549345
940.002,411.9214,0.006573656
940.098,411.9336,0.006596586
940.2,411.9447,0.006621002
940.302,411.9569,0.006645471
940.398,411.9679,0.006668553
940.5,411.9805,0.00669313
940.602,411.9915,0.006717761
940.698,412.0033,0.006740998
940.8,412.0147,0.006765743
940.902,412.0262,0.006790545
940.998,412.0389,0.00681394
941.1,412.0503,0.006838853
941.202,412.0625,0.006863826
941.298,412.0731,0.006887385
941.4,412.0864,0.006912471
941.502,412.0967,0.006937618
941.598,412.1079,0.006961341
941.7,412.1206,0.006986599
941.802,412.1317,0.00701191
941.898,412.144,0.007035787
942,412.1552,0.007061216
942.102,412.1675,0.007086701
942.198,412.1778,0.007110742
942.3,412.1908,0.007136341
942.402,412.2026,0.007161996
942.498,412.2137,0.007186201
942.6,412.225,0.00721198
942.702,412.2368,0.007237816
942.798,412.2487,0.007262184
942.9,412.2608,0.007288133
943.002,412.2709,0.007314139
943.098,412.2839,0.007338668
943.2,412.2945,0.007364784
943.302,412.3068,0.007390954
943.398,412.3188,0.007415633
943.5,412.3303,0.007441911
943.602,412.3419,0.007468244
943.698,412.3535,0.007493078
943.8,412.3655,0.007519515
943.902,412.3766,0.007546006
943.998,412.388,0.007570988
944.1,412.4006,0.007597586
944.202,412.4118,0.007624243
944.298,412.4234,0.007649388
944.4,412.4351,0.007676162
944.502,412.4469,0.007702996
944.598,412.4589,0.007728306
944.7,412.4706,0.00775526
944.802,412.4815,0.007782279
944.898,412.4946,0.007807768
945,412.5051,0.007834904
945.102,412.5177,0.007862096
945.198,412.5292,0.007887741
945.3,412.5409,0.007915041
945.402,412.5524,0.007942393
945.498,412.5635,0.007968185
945.6,412.5753,0.007995645
945.702,412.587,0.008023163
945.798,412.5987,0.008049118
945.9,412.6103,0.008076753
946.002,412.6225,0.008104448
946.098,412.6332,0.008130565
946.2,412.645,0.008158369
946.302,412.6565,0.00818623
946.398,412.6685,0.008212503
946.5,412.6804,0.008240477
946.602,412.6918,0.008268513
946.698,412.7041,0.008294958
946.8,412.7144,0.008323117
946.902,412.7276,0.008351338
946.998,412.7387,0.008377954
947.1,412.7509,0.008406291
947.202,412.7621,0.008434688
947.298,412.774,0.008461466
947.4,412.7852,0.008489972
947.502,412.7967,0.008518541
947.598,412.8085,0.00854549
947.7,412.8206,0.008574187
947.802,412.8321,0.008602944
947.898,412.8436,0.008630061
948,412.8557,0.008658927
948.102,412.8674,0.008687853
948.198,412.8787,0.008715134
948.3,412.8902,0.008744182
948.402,412.9021,0.008773292
948.498,412.9142,0.008800744
948.6,412.9261,0.00882997
948.702,412.9372,0.008859255
948.798,412.9487,0.008886869
948.9,412.9606,0.008916266
949.002,412.972,0.008945726
949.098,412.9835,0.008973507
949.2,412.9952,0.009003083
949.302,413.007,0.009032717
949.398,413.0196,0.009060663
949.5,413.0303,0.009090413
949.602,413.0425,0.009120222
949.698,413.0542,0.009148332
949.8,413.0656,0.009178256
949.902,413.0768,0.009208237
949.998,413.0878,0.009236508
950.1,413.1013,0.009266607
950.202,413.1118,0.009296765
950.298,413.1236,0.009325203
950.4,413.1354,0.009355477
950.502,413.147,0.009385809
950.598,413.1587,0.009414408
950.7,413.17,0.009444849
950.802,413.1811,0.00947535
950.898,413.1939,0.00950411
951,413.2053,0.009534725
951.102,413.2178,0.009565399
951.198,413.2285,0.009594323
951.3,413.2399,0.009625113
951.402,413.2516,0.009655961
951.498,413.2634,0.009685046
951.6,413.2752,0.009715996
951.702,413.2867,0.009747002
951.798,413.2989,0.009776241
951.9,413.311,0.009807369
952.002,413.3222,0.009838558
952.098,413.3339,0.009867967
952.2,413.3444,0.009899272
952.302,413.357,0.009930635
952.398,413.3693,0.009960205
952.5,413.3801,0.009991676
952.602,413.3908,0.010023203
952.698,413.4034,0.010052924
952.8,413.4143,0.010084553
952.902,413.4268,0.010116241
952.998,413.4387,0.010146125
953.1,413.4489,0.010177941
953.202,413.4622,0.010209821
953.298,413.4731,0.010239887
953.4,413.4849,0.010271892
953.502,413.4973,0.010303955
953.598,413.5082,0.01033419
953.7,413.5199,0.010366374
953.802,413.5314,0.010398617
953.898,413.5431,0.010429021
954,413.5551,0.010461388
954.102,413.5661,0.010493821
954.198,413.5785,0.010524405
954.3,413.5897,0.010556965
954.402,413.6022,0.01058959
954.498,413.6128,0.010620355
954.6,413.6247,0.010653107
954.702,413.6371,0.010685921
954.798,413.6485,0.010716858
954.9,413.6599,0.010749786
955.002,413.6719,0.010782772
955.098,413.6825,0.010813872
955.2,413.695,0.010846973
955.302,413.7064,0.010880136
955.398,413.7182,0.010911407
955.5,413.7304,0.010944697
955.602,413.7415,0.010978051
955.698,413.7535,0.0110095
955.8,413.7652,0.011042972
955.902,413.7773,0.011076502
955.998,413.7881,0.01110811
956.1,413.8005,0.011141745
956.202,413.8117,0.011175432
956.298,413.8232,0.011207187
956.4,413.8347,0.011240981
956.502,413.8464,0.011274834
956.598,413.858,0.011306755
956.7,413.8695,0.011340731
956.802,413.8818,0.011374768
956.898,413.8936,0.01140686
957,413.9048,0.011441012
957.102,413.9175,0.011475215
957.198,413.9286,0.011507454
957.3,413.9409,0.011541758
957.402,413.9518,0.011576114
957.498,413.9635,0.011608497
957.6,413.9748,0.011642954
957.702,413.9869,0.01167746
957.798,413.9997,0.011709986
957.9,414.0109,0.011744605
958.002,414.0214,0.01177928
958.098,414.034,0.011811965
958.2,414.0454,0.011846743
958.302,414.0573,0.01188157
958.398,414.0685,0.011914395
958.5,414.0803,0.011949323
958.602,414.0917,0.011984305
958.698,414.104,0.01201728
958.8,414.1152,0.012052366
958.902,414.1271,0.012087511
958.998,414.1387,0.012120641
959.1,414.1504,0.012155899
959.202,414.1622,0.012191218
959.298,414.1736,0.012224513
959.4,414.1853,0.012259945
959.502,414.1966,0.012295436
959.598,414.2091,0.012328892
959.7,414.2204,0.012364499
959.802,414.2321,0.012400167
959.898,414.2442,0.012433794
960,414.256,0.012469581
960.102,414.2669,0.012505427
960.198,414.2791,0.012539218
960.3,414.2911,0.01257518
960.402,414.3022,0.012611203
960.498,414.3136,0.012645164
960.6,414.3259,0.01268131
960.702,414.337,0.01271752
960.798,414.3496,0.01275166
960.9,414.3602,0.012787996
961.002,414.3726,0.012824393
961.098,414.3844,0.012858703
961.2,414.3956,0.01289521
961.302,414.4076,0.012931765
961.398,414.4198,0.012966214
961.5,414.4313,0.01300287
961.602,414.4423,0.013039586
961.698,414.4542,0.013074199
961.8,414.4666,0.013111031
961.902,414.4774,0.013147921
961.998,414.4889,0.013182692
962.1,414.5012,0.013219688
962.202,414.5122,0.013256739
962.298,414.5236,0.013291658
962.4,414.5364,0.013328812
962.502,414.5478,0.013366027
962.598,414.5594,0.013401112
962.7,414.5708,0.013438453
962.802,414.5826,0.013475858
962.898,414.5941,0.013511118
963,414.6066,0.013548642
963.102,414.6173,0.01358623
963.198,414.6295,0.013621662
963.3,414.6416,0.013659369
963.402,414.6521,0.01369714
963.498,414.6637,0.013732745
963.6,414.6759,0.013770628
963.702,414.6872,0.013808566
963.798,414.6993,0.013844325
963.9,414.7109,0.013882375
964.002,414.7219,0.013920485
964.098,414.7346,0.01395641
964.2,414.7457,0.01399464
964.302,414.7574,0.01403293
964.398,414.7692,0.014069018
964.5,414.7814,0.014107417
964.602,414.7924,0.014145877
964.698,414.804,0.014182128
964.8,414.8151,0.014220703
964.902,414.8275,0.014259339
964.998,414.8401,0.014295759
965.1,414.8508,0.014334516
965.202,414.8631,0.014373338
965.298,414.8746,0.014409932
965.4,414.8861,0.014448869
965.502,414.8982,0.014487867
965.598,414.9093,0.014524626
965.7,414.9216,0.014563742
965.802,414.9334,0.014602919
965.898,414.944,0.014639844
966,414.9566,0.014679132
966.102,414.9684,0.014718478
966.198,414.9804,0.014755565
966.3,414.9913,0.014795036
966.402,415.003,0.014834574
966.498,415.0138,0.014871844
966.6,415.0261,0.014911507
966.702,415.0382,0.014951229
966.798,415.0491,0.014988671
966.9,415.0623,0.015028518
967.002,415.0726,0.015068433
967.098,415.084,0.015106058
967.2,415.0957,0.015146096
967.302,415.1083,0.015186199
967.398,415.1194,0.015224001
967.5,415.1318,0.015264228
967.602,415.1431,0.015304521
967.698,415.155,0.015342509
967.8,415.1662,0.01538294
967.902,415.1781,0.015423441
967.998,415.1891,0.015461624
968.1,415.2011,0.015502263
968.202,415.2129,0.015542971
968.298,415.2255,0.015581349
968.4,415.2367,0.015622191
968.502,415.2477,0.015663096
968.598,415.2599,0.015701654
968.7,415.2703,0.01574268
968.802,415.2825,0.015783764
968.898,415.2946,0.015822486
969,415.3061,0.015863691
969.102,415.3173,0.015904962
969.198,415.3293,0.01594387
969.3,415.3411,0.015985275
969.402,415.353,0.016026743
969.498,415.3644,0.016065833
969.6,415.3766,0.016107435
969.702,415.3879,0.016149107
969.798,415.3995,0.016188392
969.9,415.412,0.0162302
970.002,415.4226,0.016272076
970.098,415.4343,0.016311549
970.2,415.4462,0.016353557
970.302,415.4581,0.016395636
970.398,415.4693,0.0164353
970.5,415.4808,0.016477506
970.602,415.4928,0.016519778
970.698,415.505,0.016559627
970.8,415.5153,0.016602036
970.902,415.5286,0.016644511
970.998,415.5399,0.016684546
971.1,415.5515,0.016727148
971.202,415.563,0.016769819
971.298,415.5751,0.016810048
971.4,415.5865,0.016852863
971.502,415.5982,0.016895744
971.598,415.6093,0.016936163
971.7,415.6218,0.016979181
971.802,415.6332,0.017022271
971.898,415.6451,0.017062891
972,415.6564,0.017106117
972.102,415.6681,0.017149413
972.198,415.6798,0.017190227
972.3,415.6918,0.017233659
972.402,415.7036,0.017277161
972.498,415.7147,0.017318171
972.6,415.7277,0.017361816
972.702,415.7383,0.01740553
972.798,415.7497,0.017446737
972.9,415.7614,0.017490584
973.002,415.7741,0.017534497
973.098,415.7841,0.017575888
973.2,415.7959,0.017619931
